EMPRESA|EJERCICIO|FECHA|CODIGO_PROVEEDOR|RAZON_SOCIAL|NUMERO_DOCUMENTO|SERIE|ALMACEN|CODIGO_FAMILIA|FAMILIA|REFERENCIA|DESCRIPCION|CANTIDAD|CANTIDAD_PENDIENTE|PRECIO_SIN_IVA|PRECIO_CON_IVA|DESCUENTO1|DESCUENTO2|TOTAL_LINEA|PRECIO_MEDIO_COMPRA|LOTE|FECHA_ENVASADO|FECHA_CADUCIDAD|TIPO_DOC_ANTERIOR|NUMERO_DOC_ANTERIOR|FLAG_SIN_FAMILIA|FLAG_REFERENCIA_GENERICA|FLAG_LINEA_NEGATIVA|FLAG_SIN_TOTAL_LINEA
CHEMIE|2024|2024-01-11|4235|ALMACENES ALMERIENSES DEL COLOR, S.L.|828|1|1|06|PINTURAS Y DISOLVENTES|63000001|PINTURA PLASTICA MATE ACRILICO ENV.13 LT.|6.000|6.000|22.52300000000000|27.25|0.00|0.00|135.1380000000000|22.52300000000000||||  ||0|0|0|0
CHEMIE|2024|2024-01-12|17|SENIGRUP, S.L.|161381|1|1|05|PROD. AUXILIARES PARA CONSTRUCCION|51031700|MOLDOIL (DESENCOFRANTE DS-20) 5X30|150.000|150.000|3.800000000000000|4.60|0.00|0.00|570.0000000000000|3.235045000000000|100124|2024-01-10|2026-01-10|PP|3|0|0|0|0
CHEMIE|2024|2024-01-12|17|SENIGRUP, S.L.|161381|1|1|01|DESENGRASANTES Y LIMPIADORES GENERALES|14001700|GLASWIPE - LIMPIACRISTALES 12X5|60.000|60.000|1.380000000000000|1.67|0.00|0.00|82.80000000000000|1.301448000000000||||PP|3|0|0|0|0
CHEMIE|2024|2024-01-15|4314|DETERVAL CHEMICAL, S.L.|11|1|1|03|PROD. ESPECIALES INDUST. ALIMENTARIA|32003801|TR-20N / ADITIVO DESINCRUSTANTE 6x30|180.000|180.000|1.120000000000000|1.36|0.00|0.00|201.6000000000000|1.120000000000000|10104232019|2024-01-10|2026-01-10|PP|5|0|0|0|0
CHEMIE|2024|2024-01-15|4314|DETERVAL CHEMICAL, S.L.|11|1|1|03|PROD. ESPECIALES INDUST. ALIMENTARIA|33013800|TUNELIMP-LIMPIADOR TUNEL LAVADO 6x30|180.000|180.000|1.300000000000000|1.57|0.00|0.00|234.0000000000000|1.300000000000000|01104235099|2024-01-10|2026-01-10|PP|5|0|0|0|0
CHEMIE|2024|2024-01-15|4314|DETERVAL CHEMICAL, S.L.|11|1|1|04|PROD. ESP. AUTOMOCION/TALLERES/VARIOS|44003802|CHEMFORT WC - DESATASCADOR TUBERIAS 2KG.|24.000|24.000|3.870000000000000|4.68|0.00|0.00|92.88000000000000|3.802491000000000||||PP|5|0|0|0|0
CHEMIE|2024|2024-01-15|4314|DETERVAL CHEMICAL, S.L.|11|1|1|09|PROD. Y ACCESORIOS PARA LIMPIEZA|92074001|SINKAL - LIMPIADOR ANTICAL|20.000|20.000|1.230000000000000|1.49|0.00|0.00|24.60000000000000|1.171362000000000||||PP|5|0|0|0|0
CHEMIE|2024|2024-01-15|4314|DETERVAL CHEMICAL, S.L.|11|1|1|01|DESENGRASANTES Y LIMPIADORES GENERALES|13063800|BRINET AML - LIMPIADOR AMONIACAL 12x5|60.000|60.000|0.7300000000000000|0.88|0.00|0.00|43.80000000000000|0.7300000000000000|01104224001|2024-01-10|2026-01-10|PP|5|0|0|0|0
CHEMIE|2024|2024-01-16|305|JABIPACK, S.L.|249|1|1|08|CELULOSA-LINEA BLANCA|83013000|BOBINA TISSUE SECO TELA 70DS C/2|216.000|216.000|11.72000000000000|14.18|0.00|0.00|2531.520000000000|9.955714000000000||||PP|2|0|0|0|0
CHEMIE|2024|2024-01-16|4280|ZITRODIS, S.L.|303|1|1|11|APARATOS Y DOSIFICADORES|00201000|PULVERIZADOR ATOMIZADOR 3A-AZUL REF.Z1031300|350.000|350.000|1.257000000000000|1.52|0.00|0.00|439.9500000000000|0.7116850000000000||||PP|7|0|0|0|0
CHEMIE|2024|2024-01-16|4280|ZITRODIS, S.L.|303|1|1|11|APARATOS Y DOSIFICADORES|00201000|BOTELLA CILINDRICA 1000 REF.Z1556100|312.000|312.000|0.0000000000000000|0.00|0.00|0.00|0.0000000000000000|0.7116850000000000||||PP|7|0|0|0|1
CHEMIE|2024|2024-01-17|132|OMARE, S.L.|240425|1|1|09|PROD. Y ACCESORIOS PARA LIMPIEZA|93060002|GUANTE NITRILO AZUL S/POLVO - C/100 T-S 6X10|60.000|60.000|1.730000000000000|2.09|0.00|0.00|103.8000000000000|4.076286000000000||||PP|10|0|0|0|0
CHEMIE|2024|2024-01-17|132|OMARE, S.L.|240425|1|1|09|PROD. Y ACCESORIOS PARA LIMPIEZA|93060002|GUANTE NITRILO AZUL S/POLVO - C/100 T-M 12X10|120.000|120.000|1.730000000000000|2.09|0.00|0.00|207.6000000000000|4.076286000000000||||PP|10|0|0|0|0
CHEMIE|2024|2024-01-17|132|OMARE, S.L.|240425|1|1|09|PROD. Y ACCESORIOS PARA LIMPIEZA|93060002|GUANTE NITRILO AZUL S/POLVO - C/100 T-L 6X10|60.000|60.000|1.730000000000000|2.09|0.00|0.00|103.8000000000000|4.076286000000000||||PP|10|0|0|0|0
CHEMIE|2024|2024-01-17|132|OMARE, S.L.|240425|1|1|09|PROD. Y ACCESORIOS PARA LIMPIEZA|93030000|GUANTE SATINADO AZUL TALLA GRANDE|288.000|288.000|0.5300000000000000|0.64|0.00|0.00|152.6400000000000|0.5256890000000000||||PP|10|0|0|0|0
CHEMIE|2024|2024-01-17|4235|ALMACENES ALMERIENSES DEL COLOR, S.L.|1327|1|1|06|PINTURAS Y DISOLVENTES|63000003C|PINTURA PETREA INT./EXT. COLOR ENV. 13LT.|3.000|3.000|35.42000000000000|42.86|0.00|0.00|106.2600000000000|35.42000000000000||||  ||0|0|0|0
CHEMIE|2024|2024-01-17|4235|ALMACENES ALMERIENSES DEL COLOR, S.L.|1327|1|1|06|PINTURAS Y DISOLVENTES|63000001|PINTURA PLASTICA MATE ACRILICO ENV.13 LT.|4.000|4.000|22.52300000000000|27.25|0.00|0.00|90.09200000000000|22.52300000000000||||  ||0|0|0|0
CHEMIE|2024|2024-01-17|4235|ALMACENES ALMERIENSES DEL COLOR, S.L.|1327|1|1|09|PROD. Y ACCESORIOS PARA LIMPIEZA|91064400|FREGONA ALGODON BLANCA EXTRA R-109|50.000|50.000|0.6470000000000000|0.78|0.00|0.00|32.35000000000000|0.0000000000000000||||  ||0|0|0|0
CHEMIE|2024|2024-01-17|4294|INDUSTRIA PAPELERA DE MURO, S.L.|2400248|1|1|08|CELULOSA-LINEA BLANCA|83003202|BOBINA PAPEL MECANICOS PASTA LAMINADA C/2|60.000|60.000|6.195000000000000|7.50|0.00|0.00|371.7000000000000|6.346912000000000||||PP|1|0|0|0|0
CHEMIE|2024|2024-01-17|4294|INDUSTRIA PAPELERA DE MURO, S.L.|2400248|1|1|08|CELULOSA-LINEA BLANCA|81004018L|PACK HIGIENICO INDUSTRIAL PASTA LISO C/18|90.000|90.000|12.60000000000000|15.25|0.00|0.00|1134.000000000000|12.60035100000000||||PP|205|0|0|0|0
CHEMIE|2024|2024-01-17|4294|INDUSTRIA PAPELERA DE MURO, S.L.|2400248|1|1|08|CELULOSA-LINEA BLANCA|81004018|PACK HIGIENICO INDUSTRIAL PASTA LAMIFLOR C/18|90.000|90.000|9.240000000000000|11.18|0.00|0.00|831.6000000000000|9.628990999999999||||PP|205|0|0|0|0
CHEMIE|2024|2024-01-17|4294|INDUSTRIA PAPELERA DE MURO, S.L.|2400248|1|1|08|CELULOSA-LINEA BLANCA|82001406|BOBINA SECAMANOS MECHA PASTA LISO|1080.000|1080.000|1.770000000000000|2.14|0.00|0.00|1911.600000000000|1.880558000000000||||PP|210|0|0|0|0
CHEMIE|2024|2024-01-17|4294|INDUSTRIA PAPELERA DE MURO, S.L.|2400248|1|1|08|CELULOSA-LINEA BLANCA|82003206LF|BOBINA SECAMANOS MECHA PASTA LAMIFLOR C/6|330.000|330.000|1.417000000000000|1.71|0.00|0.00|467.6100000000000|1.417188000000000||||PP|210|0|0|0|0
CHEMIE|2024|2024-01-18|360|HILADOS BIETE, S.L.|258|1|1|08|CELULOSA-LINEA BLANCA|83040001TK|BOBINA BAYETA TEKNIK 100 (ANONIMA)|48.000|48.000|15.72000000000000|19.02|0.00|0.00|754.5600000000000|15.35000000000000||||PP|6|0|0|0|0
CHEMIE|2024|2024-01-18|360|HILADOS BIETE, S.L.|258|1|||||* Incluido EXTRACOSTE MANIPULACION 0,37/rollo|1.000|1.000|0.0000000000000000|0.00|0.00|0.00|0.0000000000000000|0.0000000000000000||||PP|6|1|0|0|1
CHEMIE|2024|2024-01-18|360|HILADOS BIETE, S.L.|258|1|1|09|PROD. Y ACCESORIOS PARA LIMPIEZA|91089800|FREGONA MICROFIBRA-ALGODON 05088AZ 6X25|150.000|150.000|0.9840000000000000|1.19|0.00|0.00|147.6000000000000|0.9752780000000000||||PP|6|0|0|0|0
CHEMIE|2024|2024-01-19|276|DICOCEL, S.A.|451|1|1|09|PROD. Y ACCESORIOS PARA LIMPIEZA|91114000|CUBO AGUA 12 Lts. LISO|72.000|72.000|0.7960000000000000|0.96|0.00|0.00|57.31200000000000|0.7947930000000000||||  ||0|0|0|0
CHEMIE|2024|2024-01-19|276|DICOCEL, S.A.|451|1|1|09|PROD. Y ACCESORIOS PARA LIMPIEZA|91124000|CUBO FREGONA ECO 13Lts. C/ESCURRIDOR|72.000|72.000|1.226000000000000|1.48|0.00|0.00|88.27200000000001|1.136104000000000||||  ||0|0|0|0
CHEMIE|2024|2024-01-19|276|DICOCEL, S.A.|451|1|1|09|PROD. Y ACCESORIOS PARA LIMPIEZA|91134000|CUBO AGUA 8Lts. LISO|24.000|24.000|0.7000000000000000|0.85|0.00|0.00|16.80000000000000|0.5600000000000001||||  ||0|0|0|0
CHEMIE|2024|2024-01-19|276|DICOCEL, S.A.|451|1|1|08|CELULOSA-LINEA BLANCA|82003306|BOBINA SECAMANOS MECHA PASTA BASIC C/6|720.000|720.000|1.202000000000000|1.45|0.00|0.00|865.4400000000001|1.561585000000000||||  ||0|0|0|0
CHEMIE|2024|2024-01-22|4314|DETERVAL CHEMICAL, S.L.|16|1|1|01|DESENGRASANTES Y LIMPIADORES GENERALES|15033800|DETERLAV S - LAVAVAJ. MANUAL 16X5|80.000|80.000|0.8500000000000000|1.03|0.00|0.00|68.00000000000000|0.8730010000000000||||PP|8|0|0|0|0
CHEMIE|2024|2024-01-22|4314|DETERVAL CHEMICAL, S.L.|16|1|1|02|JABONES Y PASTA LAVAMANOS|21043901|HIDROSAN - GEL HIDROALCOHOL 1 LT. C/DOSIF. 2X12|24.000|24.000|2.750000000000000|3.33|0.00|0.00|66.00000000000000|2.462392000000000||||PP|8|0|0|0|0
CHEMIE|2024|2024-01-22|4314|DETERVAL CHEMICAL, S.L.|16|1|||||***AMPLIACION PEDIDO***|1.000|1.000|0.0000000000000000|0.00|0.00|0.00|0.0000000000000000|0.0000000000000000||||PP|8|1|0|0|1
CHEMIE|2024|2024-01-22|4314|DETERVAL CHEMICAL, S.L.|16|1|1|03|PROD. ESPECIALES INDUST. ALIMENTARIA|32073801|OXISAN - ADITIVO HIGIENIZANTE OXIGENADO|240.000|240.000|0.9700000000000000|1.17|0.00|0.00|232.8000000000000|0.9700000000000000|01184240023|2024-01-18|2026-01-18|PP|8|0|0|0|0
CHEMIE|2024|2024-01-22|4314|DETERVAL CHEMICAL, S.L.|16|1|1|02|JABONES Y PASTA LAVAMANOS|21003800|DERGEL SO-GEL DE MANOS S/O 60X5|300.000|300.000|0.8400000000000000|1.02|0.00|0.00|252.0000000000000|0.8343060000000000|11283221010|2023-11-28|2025-11-28|PP|13|0|0|0|0
CHEMIE|2024|2024-01-22|4314|DETERVAL CHEMICAL, S.L.|16|1|1|01|DESENGRASANTES Y LIMPIADORES GENERALES|12013800|BRINET MG - DETERGENTE FREGADORA 12X5|60.000|60.000|0.9000000000000000|1.09|0.00|0.00|54.00000000000000|0.9000000000000000|01224224021|2024-01-22|2026-01-22|PP|13|0|0|0|0
CHEMIE|2024|2024-01-22|4314|DETERVAL CHEMICAL, S.L.|16|1|1|01|DESENGRASANTES Y LIMPIADORES GENERALES|13043800|BRINET BQ - LIMPIADOR BIOALCOHOL 20X5|100.000|100.000|0.7700000000000000|0.93|0.00|0.00|77.00000000000000|0.7741820000000000|01194224028|2024-01-19|2026-01-19|PP|13|0|0|0|0
CHEMIE|2024|2024-01-22|4314|DETERVAL CHEMICAL, S.L.|16|1|1|01|DESENGRASANTES Y LIMPIADORES GENERALES|13043800|BRINET BQ - LIMPIADOR BIOALCOHOL 2X30|60.000|60.000|0.7700000000000000|0.93|0.00|0.00|46.20000000000000|0.7741820000000000|01194224028|2024-01-19|2026-01-19|PP|13|0|0|0|0
CHEMIE|2024|2024-01-22|4414|MANGIR UTILITIES, S.L.|423|1|1|09|PROD. Y ACCESORIOS PARA LIMPIEZA|94003801|AIRGEN OLIMPUS - AMBIENTADOR 8X5|40.000|40.000|2.890000000000000|3.50|0.00|0.00|115.6000000000000|2.890000000000000||||PP|11|0|0|0|0
CHEMIE|2024|2024-01-22|4414|MANGIR UTILITIES, S.L.|423|1|1|09|PROD. Y ACCESORIOS PARA LIMPIEZA|94003811|AIRGEN OLIMPUS - AMBIENTADOR ENV. 750 C/PULV.|12.000|12.000|2.840000000000000|3.44|0.00|0.00|34.08000000000000|2.825039000000000||||PP|11|0|0|0|0
CHEMIE|2024|2024-01-22|4414|MANGIR UTILITIES, S.L.|423|1|1|09|PROD. Y ACCESORIOS PARA LIMPIEZA|94003801|AIRGEN FRESH HOME - AMBIENTADOR 8X5|40.000|40.000|2.890000000000000|3.50|0.00|0.00|115.6000000000000|2.890000000000000||||PP|11|0|0|0|0
CHEMIE|2024|2024-01-22|4414|MANGIR UTILITIES, S.L.|423|1|1|09|PROD. Y ACCESORIOS PARA LIMPIEZA|94003811|AIRGEN FRESH HOME - AMBIENTADOR ENV. 750 C/PULV.|12.000|12.000|2.840000000000000|3.44|0.00|0.00|34.08000000000000|2.825039000000000||||PP|11|0|0|0|0
CHEMIE|2024|2024-01-22|4414|MANGIR UTILITIES, S.L.|423|1|1|09|PROD. Y ACCESORIOS PARA LIMPIEZA|94003811|AIRGEN GREY - AMBIENTADOR ENV. 750 C/PULV.|24.000|24.000|2.840000000000000|3.44|0.00|0.00|68.16000000000000|2.825039000000000||||PP|11|0|0|0|0
CHEMIE|2024|2024-01-22|4414|MANGIR UTILITIES, S.L.|423|1|1|09|PROD. Y ACCESORIOS PARA LIMPIEZA|95025305|DETERSOAN - SUAVIZANTE LAVADORA 4X5|20.000|20.000|1.290000000000000|1.56|0.00|0.00|25.80000000000000|0.7870090000000000||||PP|11|0|0|0|0
CHEMIE|2024|2024-01-22|4414|MANGIR UTILITIES, S.L.|423|1|1|02|JABONES Y PASTA LAVAMANOS|22003810|GELPAST BPP - CUBO PASTA LAVAMANOS MEC. 2X10|20.000|20.000|2.320000000000000|2.81|0.00|0.00|46.40000000000000|2.320000000000000||||PP|11|0|0|0|0
CHEMIE|2024|2024-01-22|4414|MANGIR UTILITIES, S.L.|423|1|1|03|PROD. ESPECIALES INDUST. ALIMENTARIA|32073801|OXISAN - ADITIVO HIGIENIZANTE OXIGENADO|240.000|240.000|1.480000000000000|1.79|0.00|0.00|355.2000000000000|1.480000000000000|01222440022|2024-01-22|2026-01-22|PP|11|0|0|0|0
CHEMIE|2024|2024-01-23|17|SENIGRUP, S.L.|161522|1|1|01|DESENGRASANTES Y LIMPIADORES GENERALES|14001700|GLASWIPE - LIMPIACRISTALES 24X5|120.000|120.000|1.380000000000000|1.67|0.00|0.00|165.6000000000000|1.308644000000000||||PP|14|0|0|0|0
CHEMIE|2024|2024-01-23|17|SENIGRUP, S.L.|161522|1|1|04|PROD. ESP. AUTOMOCION/TALLERES/VARIOS|42021700|NETIND - DESENGRASANTE DISOLVENTE 8X5|40.000|40.000|3.010000000000000|3.64|0.00|0.00|120.4000000000000|3.162034000000000|220124|2024-01-23|2026-01-23|PP|14|0|0|0|0
CHEMIE|2024|2024-01-23|17|SENIGRUP, S.L.|161522|1|1|10|ACEITES Y GRASAS|01021701|SUPERLUB RP - ACEITE LUBRICANTE C/PTFE 4X5|20.000|20.000|14.01000000000000|16.95|0.00|0.00|280.2000000000000|11.85692600000000||||PP|14|0|0|0|0
CHEMIE|2024|2024-01-24|4232|DILUBE, S.A.|106343|1|1|03|PROD. ESPECIALES INDUST. ALIMENTARIA|32023900|V-80 / ACEITE VASELINA H1 6X20|120.000|120.000|3.100000000000000|3.75|0.00|0.00|372.0000000000000|3.134838000000000|34-117423|2024-01-24|2026-01-24|PP|12|0|0|0|0
CHEMIE|2024|2024-01-24|4232|DILUBE, S.A.|106343|1|1|07|AEROSOLES|71141701|GREASE NTO-2T / GRASA ATOXICA H1 400CC 4X12|48.000|48.000|4.450000000000000|5.38|0.00|0.00|213.6000000000000|4.049158000000000||||PP|12|0|0|0|0
CHEMIE|2024|2024-01-24|4232|DILUBE, S.A.|106343|1|1|07|AEROSOLES|71131702|SIL V-350 T / LUBRICANTE ATOXICO C/PTFE - H1|12.000|12.000|3.900000000000000|4.72|0.00|0.00|46.80000000000000|3.613122000000000||||PP|12|0|0|0|0
CHEMIE|2024|2024-01-24|4232|DILUBE, S.A.|106343|1|||||  *NOTA:  -Rogamos manden a parte en un sobre   las etiquetas de V-80 personaliz|1.000|1.000|0.0000000000000000|0.00|0.00|0.00|0.0000000000000000|0.0000000000000000||||PP|12|1|0|0|1
CHEMIE|2024|2024-01-24|4264|SERNA SANTOS, S.L.|2618|1|1|09|PROD. Y ACCESORIOS PARA LIMPIEZA|91004500|CEPILLO PERLA (TACO ROJO-PELO NEGRO) 40X12|480.000|480.000|1.150000000000000|1.39|0.00|0.00|552.0000000000000|1.100176000000000||||PP|20|0|0|0|0
CHEMIE|2024|2024-01-25|33|TECNICA QUIMICA DEL AEROSOL, S.L.|30951|1|1|07|AEROSOLES|71123300|GALVANIZINC - GALVANIZADO EN FRIO 4X12|48.000|48.000|3.350000000000000|4.05|0.00|0.00|160.8000000000000|3.076276000000000||||PP|4|0|0|0|0
CHEMIE|2024|2024-01-25|33|TECNICA QUIMICA DEL AEROSOL, S.L.|30951|1|1|07|AEROSOLES|71073300|DESLUB - DESBLOCANTE AEROSOL 2X12|24.000|24.000|2.950000000000000|3.57|0.00|0.00|70.80000000000000|2.519540000000000||||PP|4|0|0|0|0
CHEMIE|2024|2024-01-25|33|TECNICA QUIMICA DEL AEROSOL, S.L.|30951|1|1|07|AEROSOLES|71113300|SILICHEMI - ABRILLANTADOR ANTIADHERENTE|12.000|12.000|2.950000000000000|3.57|0.00|0.00|35.40000000000000|2.950000000000000||||PP|4|0|0|0|0
CHEMIE|2024|2024-01-25|33|TECNICA QUIMICA DEL AEROSOL, S.L.|30951|1|1|07|AEROSOLES|71083300|DAMPLET - ANTIHUMEDAD DIELECTRICO|12.000|12.000|2.950000000000000|3.57|0.00|0.00|35.40000000000000|2.438425000000000||||PP|4|0|0|0|0
CHEMIE|2024|2024-01-25|4235|ALMACENES ALMERIENSES DEL COLOR, S.L.|2047|1|1|09|PROD. Y ACCESORIOS PARA LIMPIEZA|92010001|BOTELLA LEJIA C/DETERGENTE ENV.1500 C/8|80.000|80.000|1.090000000000000|1.32|0.00|0.00|87.20000000000000|1.090000000000000||||  ||0|0|0|0
CHEMIE|2024|2024-01-25|4235|ALMACENES ALMERIENSES DEL COLOR, S.L.|2047|1|1|06|PINTURAS Y DISOLVENTES|69000020|ESPATULA ACERO INOXIDABLE 60-70mm|36.000|36.000|0.8250000000000000|1.00|0.00|0.00|29.70000000000000|0.7690000000000000||||  ||0|0|0|0
CHEMIE|2024|2024-01-26|276|DICOCEL, S.A.|615|1|1|09|PROD. Y ACCESORIOS PARA LIMPIEZA|91165000|BOLSA ASA 42X53 BLANCA RECICLADA 1KG.|20.000|20.000|1.860000000000000|2.25|0.00|0.00|37.20000000000000|1.892308000000000||||  ||0|0|0|0
